latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
39.61827,-119.26134,309.95,0.49,0.49,2025-07-14,919,N,VIIRS,n,2,296.07,2.35,N,2
39.62032,-119.2661,306.44,0.49,0.49,2025-07-14,919,N,VIIRS,n,2,296.01,1.26,N,2
40.77808,-122.1065,318.07,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,292.6,3.48,N,0
40.77829,-122.1105,329.25,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.68,3.48,N,0
40.7785,-122.11445,321.48,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.13,1.76,N,0
40.77872,-122.11849,306.3,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.73,1.76,N,0
40.77895,-122.12286,309.61,0.36,0.57,2025-07-14,919,N,VIIRS,n,2,293.7,0.98,N,0
40.7792,-122.12756,303.66,0.36,0.57,2025-07-14,919,N,VIIRS,n,2,292.44,0.98,N,0
40.78317,-122.10175,336.78,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,294.51,4.8,N,3
40.78338,-122.10564,347.66,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,295.94,3.48,N,0
40.78358,-122.10931,326.93,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,295.22,3.48,N,0
40.78377,-122.11299,305.84,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.45,1.76,N,0
40.78825,-122.09687,321.2,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.55,2.62,N,0
40.78849,-122.10127,367,0.35,0.57,2025-07-14,919,N,VIIRS,h,2,296.49,2.62,N,0
40.79047,-122.13836,306.64,0.36,0.57,2025-07-14,919,N,VIIRS,n,2,293.16,0.85,N,0
40.79358,-122.09661,317.05,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.68,2.62,N,0
40.79381,-122.10093,307.3,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.24,2.62,N,0
40.79605,-122.14277,307.45,0.36,0.57,2025-07-14,919,N,VIIRS,n,2,293.3,0.85,N,0
40.80166,-122.14751,305.96,0.36,0.57,2025-07-14,919,N,VIIRS,n,2,292.92,1.05,N,0
40.81734,-122.14056,306.21,0.36,0.57,2025-07-14,919,N,VIIRS,n,2,293.73,1.5,N,0
40.82235,-122.13415,308.57,0.36,0.57,2025-07-14,919,N,VIIRS,n,2,293.75,1.89,N,0
40.82267,-122.14019,321.11,0.36,0.57,2025-07-14,919,N,VIIRS,n,2,294.32,1.89,N,0
40.82414,-122.07,307.36,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,292.57,0.63,N,0
40.82439,-122.07456,304.18,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,292.84,0.9,N,0
40.82804,-122.14045,333.32,0.36,0.57,2025-07-14,919,N,VIIRS,n,2,294.52,1.89,N,0
40.82941,-122.0687,318.45,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,292.87,1.1,N,0
40.8347,-122.06802,308.41,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,292.4,1.1,N,0
40.83492,-122.07188,319.38,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,294.32,3.75,N,0
40.8405,-122.07631,310.09,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.3,1.2,N,0
40.84555,-122.07116,315.1,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293,1.2,N,0
40.85084,-122.07048,310.04,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,291.92,1.06,N,0
40.85613,-122.06972,310.86,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,292.29,1.06,N,0
40.85999,-122.07146,312.71,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.29,1.14,N,0
40.86142,-122.06891,309.39,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,292.61,0.8,N,0
40.86166,-122.07307,307.09,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.54,0.8,N,0
40.8655,-122.07466,307.24,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.03,1.14,N,0
40.87097,-122.07719,306.41,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.45,2.2,N,0
40.87244,-122.07487,312.59,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,292.87,2.52,N,0
40.87626,-122.0763,310.37,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,292.91,2.2,N,0
40.87646,-122.07995,344.76,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,295.39,2.2,N,0
40.87665,-122.08361,307.86,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.16,3.32,N,0
40.87794,-122.07771,332.43,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,294.14,2.52,N,0
40.87815,-122.08133,339.16,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,295.21,3.36,N,0
40.87836,-122.08491,305.68,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.07,3.36,N,0
40.88105,-122.06596,316.37,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,292.92,1.28,N,0
40.88174,-122.07888,303.44,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,292.85,0.99,N,0
40.88194,-122.08266,319.99,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.88,1.41,N,0
40.88216,-122.08679,309.56,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.24,1.41,N,0
40.88278,-122.09873,303.77,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,292.27,1.54,N,0
40.8884,-122.10416,318.35,0.36,0.57,2025-07-14,919,N,VIIRS,n,2,292.35,1.79,N,0
40.88867,-122.10919,315.82,0.36,0.57,2025-07-14,919,N,VIIRS,n,2,291.77,1.79,N,0
40.89211,-122.07306,308.11,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,292.57,0.88,N,0
40.89233,-122.07734,309.16,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.18,0.88,N,0
40.89368,-122.1028,338.02,0.36,0.57,2025-07-14,919,N,VIIRS,n,2,292.92,3.34,N,0
40.89396,-122.10815,335.1,0.36,0.57,2025-07-14,919,N,VIIRS,n,2,293.18,3.34,N,0
40.89767,-122.07748,305.93,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.48,0.88,N,0
40.89871,-122.09686,321.84,0.35,0.57,2025-07-14,919,N,VIIRS,n,2,293.06,3.01,N,0
40.89897,-122.10175,319.61,0.36,0.57,2025-07-14,919,N,VIIRS,n,2,293.17,3.34,N,0
40.89925,-122.10713,313.95,0.36,0.57,2025-07-14,919,N,VIIRS,n,2,292.69,3.34,N,0
41.25564,-123.40667,305.07,0.42,0.61,2025-07-14,919,N,VIIRS,n,2,293.23,1.82,N,0
41.25681,-123.41019,304.58,0.42,0.61,2025-07-14,919,N,VIIRS,n,2,292.77,2.03,N,0
41.25718,-123.41928,304.38,0.42,0.61,2025-07-14,919,N,VIIRS,n,2,293.2,2.27,N,0
41.26207,-123.42222,304.44,0.42,0.61,2025-07-14,919,N,VIIRS,n,2,293.17,3.84,N,0
41.26229,-123.42701,354.73,0.42,0.61,2025-07-14,919,N,VIIRS,n,2,294.97,8.3,N,0
41.26249,-123.43143,347.43,0.42,0.61,2025-07-14,919,N,VIIRS,n,2,293.82,8.3,N,0
41.26321,-123.42678,351.4,0.42,0.61,2025-07-14,919,N,VIIRS,n,2,294.72,10.11,N,0
41.26339,-123.43127,349.58,0.42,0.61,2025-07-14,919,N,VIIRS,n,2,294.45,12.44,N,0
41.26918,-123.4328,337.76,0.42,0.61,2025-07-14,919,N,VIIRS,n,2,293.34,4.03,N,0
41.27895,-123.39163,337.14,0.42,0.61,2025-07-14,919,N,VIIRS,n,2,294.29,4.16,N,0
41.27909,-123.39513,313.71,0.42,0.61,2025-07-14,919,N,VIIRS,n,2,293.2,2.21,N,0
41.27925,-123.39901,304.31,0.42,0.61,2025-07-14,919,N,VIIRS,n,2,293.03,2.21,N,0
41.27943,-123.40334,304.48,0.42,0.61,2025-07-14,919,N,VIIRS,n,2,292.52,1.11,N,0
