latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
40.82213,-114.2555,310.89,0.36,0.57,2025-09-07,848,N,VIIRS,n,2,287.74,1.61,N,2
35.94417,-120.27907,299.71,0.7,0.75,2025-09-07,849,N,VIIRS,n,2,288.03,1.83,N,0
35.94429,-120.28589,301.19,0.7,0.75,2025-09-07,849,N,VIIRS,n,2,287.57,1.72,N,0
35.94441,-120.29317,300.91,0.71,0.75,2025-09-07,849,N,VIIRS,n,2,287.93,1.72,N,0
35.94704,-120.27299,300.27,0.7,0.75,2025-09-07,849,N,VIIRS,n,2,288.38,1.59,N,0
35.94718,-120.279,306.94,0.7,0.75,2025-09-07,849,N,VIIRS,n,2,288.83,2.33,N,0
35.94734,-120.2863,309.55,0.7,0.75,2025-09-07,849,N,VIIRS,n,2,288.49,2.33,N,0
35.94751,-120.29404,302.52,0.7,0.75,2025-09-07,849,N,VIIRS,n,2,288.83,3.34,N,0
35.95074,-120.25288,302.64,0.7,0.75,2025-09-07,849,N,VIIRS,n,2,287.55,1.88,N,0
35.95089,-120.26114,310.46,0.7,0.75,2025-09-07,849,N,VIIRS,n,2,289.11,2.27,N,0
35.951,-120.26762,298.78,0.7,0.75,2025-09-07,849,N,VIIRS,n,2,288.17,2.27,N,0
35.95111,-120.27377,304.44,0.7,0.75,2025-09-07,849,N,VIIRS,n,2,288.45,1.83,N,0
35.95123,-120.28049,308.05,0.7,0.75,2025-09-07,849,N,VIIRS,n,2,288.69,1.83,N,0
35.95138,-120.28891,312.92,0.7,0.75,2025-09-07,849,N,VIIRS,n,2,289.67,1.72,N,0
35.95151,-120.29662,301.89,0.71,0.75,2025-09-07,849,N,VIIRS,n,2,289.41,1.72,N,0
35.95363,-120.25327,316.46,0.7,0.75,2025-09-07,849,N,VIIRS,n,2,288.69,4.21,N,0
35.95381,-120.26115,337.61,0.7,0.75,2025-09-07,849,N,VIIRS,n,2,290.63,4.21,N,0
35.95396,-120.2678,303.14,0.7,0.75,2025-09-07,849,N,VIIRS,n,2,288.69,2.7,N,0
35.95411,-120.27419,302.05,0.7,0.75,2025-09-07,849,N,VIIRS,n,2,288.2,2.7,N,0
