latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
40.82063,-114.25753,295.07,0.46,0.39,2025-08-08,950,N,VIIRS,n,2,270.88,0.93,N,2
40.94115,-117.86136,299.03,0.38,0.36,2025-08-08,950,N,VIIRS,n,2,285.91,0.54,N,2
41.28709,-122.99881,300.63,0.49,0.4,2025-08-08,950,N,VIIRS,n,2,284.85,1.05,N,0
41.29084,-122.99844,300.63,0.49,0.4,2025-08-08,950,N,VIIRS,n,2,284.2,1.12,N,0
41.29395,-122.99239,302.66,0.49,0.4,2025-08-08,950,N,VIIRS,n,2,284.59,0.9,N,0
36.35623,-114.91309,310.47,0.5,0.41,2025-08-08,951,N,VIIRS,n,2,298.28,3.18,N,2
36.35887,-114.90839,310.54,0.5,0.41,2025-08-08,951,N,VIIRS,n,2,298.39,2.2,N,2
37.45437,-121.93111,313.6,0.42,0.37,2025-08-08,951,N,VIIRS,n,2,288.19,0.53,N,2
37.75428,-121.72887,300.44,0.41,0.37,2025-08-08,951,N,VIIRS,n,2,287.53,0.41,N,0
37.75561,-121.66112,300.71,0.41,0.37,2025-08-08,951,N,VIIRS,n,2,290.04,0.47,N,2
37.88191,-121.1875,303.25,0.4,0.37,2025-08-08,951,N,VIIRS,n,2,291.96,0.58,N,2
37.88528,-121.18675,303.24,0.4,0.37,2025-08-08,951,N,VIIRS,n,2,290.94,0.48,N,2
37.943,-122.39306,301.31,0.43,0.38,2025-08-08,951,N,VIIRS,n,2,290.38,1.11,N,2
38.07096,-122.13755,306.2,0.43,0.38,2025-08-08,951,N,VIIRS,n,2,294.33,1.2,N,2
38.2997,-122.74704,298.92,0.45,0.39,2025-08-08,951,N,VIIRS,n,2,287.33,0.83,N,2
38.98308,-122.07294,305.47,0.43,0.38,2025-08-08,951,N,VIIRS,n,2,291.63,0.44,N,0
39.10995,-121.58257,314.78,0.42,0.38,2025-08-08,951,N,VIIRS,n,2,290.88,1.37,N,0
39.62053,-119.26406,312.76,0.39,0.36,2025-08-08,951,N,VIIRS,n,2,288.46,1.51,N,2
39.70856,-121.8482,308.85,0.43,0.38,2025-08-08,951,N,VIIRS,n,2,290.84,0.8,N,0
32.51802,-114.94098,309.03,0.39,0.44,2025-08-08,952,N,VIIRS,n,2,296.7,0.97,N,0
32.51873,-114.93806,315.13,0.39,0.44,2025-08-08,952,N,VIIRS,n,2,296.79,1.79,N,0
32.52197,-114.93984,307.73,0.39,0.44,2025-08-08,952,N,VIIRS,n,2,297.55,0.97,N,0
32.85695,-117.02828,301.11,0.46,0.39,2025-08-08,952,N,VIIRS,n,2,290.02,0.8,N,2
33.49216,-117.61749,307.57,0.43,0.38,2025-08-08,952,N,VIIRS,n,2,289.75,1.05,N,2
33.61263,-117.82478,313.93,0.42,0.38,2025-08-08,952,N,VIIRS,n,2,289.64,0.96,N,2
33.71563,-117.7108,316.37,0.43,0.38,2025-08-08,952,N,VIIRS,n,2,291.1,1.24,N,2
33.71752,-117.71272,307.38,0.43,0.38,2025-08-08,952,N,VIIRS,n,2,291.37,1.34,N,2
33.79338,-118.35144,302.47,0.41,0.37,2025-08-08,952,N,VIIRS,n,2,290.27,0.16,N,2
33.79395,-117.47537,314.84,0.43,0.38,2025-08-08,952,N,VIIRS,n,2,292.17,1.4,N,2
33.79797,-117.27998,319.51,0.44,0.38,2025-08-08,952,N,VIIRS,n,2,291.57,2.43,N,0
33.80146,-117.27909,314.19,0.44,0.38,2025-08-08,952,N,VIIRS,n,2,291.67,1.37,N,0
