latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
40.8217,-114.25558,319.08,0.39,0.36,2025-07-24,931,N,VIIRS,n,2,291.6,2.37,N,2
37.88349,-121.1875,302.19,0.41,0.45,2025-07-24,932,N,VIIRS,n,2,286.57,0.47,N,2
39.49151,-119.62298,298.77,0.53,0.42,2025-07-24,932,N,VIIRS,n,2,286.68,0.52,N,2
39.80947,-121.99548,299.47,0.47,0.48,2025-07-24,932,N,VIIRS,n,2,288.15,0.44,N,0
41.22153,-123.34551,300.61,0.57,0.52,2025-07-24,932,N,VIIRS,n,2,286.07,1.15,N,0
41.22601,-123.34012,298.92,0.57,0.52,2025-07-24,932,N,VIIRS,n,2,286.43,0.8,N,0
41.22689,-123.35256,316.48,0.57,0.52,2025-07-24,932,N,VIIRS,n,2,286.1,2.04,N,0
41.22734,-123.35909,327.84,0.57,0.52,2025-07-24,932,N,VIIRS,n,2,287.12,3.69,N,0
41.23045,-123.33439,298.81,0.57,0.52,2025-07-24,932,N,VIIRS,n,2,286.94,0.8,N,0
41.23222,-123.35923,299.23,0.57,0.52,2025-07-24,932,N,VIIRS,n,2,286.32,3.69,N,0
41.23817,-123.37463,309.64,0.57,0.52,2025-07-24,932,N,VIIRS,n,2,286.62,2.08,N,0
41.24321,-123.30922,298.19,0.57,0.52,2025-07-24,932,N,VIIRS,n,2,287.78,2.25,N,0
41.24792,-123.37498,312.96,0.57,0.52,2025-07-24,932,N,VIIRS,n,2,286.77,3.6,N,0
41.24813,-123.31016,314.14,0.57,0.52,2025-07-24,932,N,VIIRS,n,2,288.67,2.25,N,0
41.24848,-123.3828,328.22,0.57,0.52,2025-07-24,932,N,VIIRS,n,2,287.79,3.6,N,0
41.2521,-123.31118,304.53,0.57,0.52,2025-07-24,932,N,VIIRS,n,2,287.98,1.2,N,0
41.26231,-123.39181,302.87,0.57,0.52,2025-07-24,932,N,VIIRS,n,2,287.22,1.27,N,0
41.26368,-123.39103,303.58,0.57,0.52,2025-07-24,932,N,VIIRS,n,2,287.75,1.19,N,0
33.79219,-117.47733,298.91,0.4,0.37,2025-07-24,933,N,VIIRS,n,2,287.82,0.59,N,2
33.79555,-117.47659,301.03,0.4,0.37,2025-07-24,933,N,VIIRS,n,2,288.58,0.59,N,2
33.81964,-118.24451,306.05,0.42,0.37,2025-07-24,933,N,VIIRS,n,2,292.53,1.18,N,2
33.85256,-118.33064,303.72,0.42,0.38,2025-07-24,933,N,VIIRS,n,2,293.11,1.39,N,2
33.87678,-116.99828,299.13,0.39,0.36,2025-07-24,933,N,VIIRS,n,2,286.14,0.27,N,2
33.9184,-117.64948,295.52,0.4,0.37,2025-07-24,933,N,VIIRS,n,2,283.45,0.18,N,0
33.92179,-117.6488,297.32,0.4,0.37,2025-07-24,933,N,VIIRS,n,2,282.5,0.18,N,0
34.03407,-118.10498,303.93,0.41,0.37,2025-07-24,933,N,VIIRS,n,2,287.61,0.79,N,2
34.03476,-117.55807,300.6,0.4,0.37,2025-07-24,933,N,VIIRS,n,2,287.92,0.29,N,0
34.04008,-117.82042,303.6,0.41,0.37,2025-07-24,933,N,VIIRS,n,2,287.97,0.6,N,2
34.07855,-117.49981,314.13,0.4,0.37,2025-07-24,933,N,VIIRS,n,2,290.5,1.31,N,2
34.11407,-117.92602,301.76,0.41,0.37,2025-07-24,933,N,VIIRS,n,2,289.58,0.66,N,2
34.14184,-117.4299,301.04,0.4,0.37,2025-07-24,933,N,VIIRS,n,2,287.59,0.5,N,2
34.15432,-118.19351,315.27,0.42,0.38,2025-07-24,933,N,VIIRS,n,2,287.58,1.16,N,2
34.24382,-118.38219,301.98,0.42,0.38,2025-07-24,933,N,VIIRS,n,2,286.56,0.41,N,2
34.28995,-118.80457,299.95,0.44,0.38,2025-07-24,933,N,VIIRS,n,2,284.52,0.57,N,2
34.29345,-118.80383,301.36,0.44,0.38,2025-07-24,933,N,VIIRS,n,2,284.03,0.39,N,2
34.31899,-118.51101,304.99,0.43,0.38,2025-07-24,933,N,VIIRS,n,2,287.74,0.67,N,2
34.33413,-118.51743,302.01,0.43,0.38,2025-07-24,933,N,VIIRS,n,2,287.37,0.76,N,2
34.33474,-118.52193,305.49,0.43,0.38,2025-07-24,933,N,VIIRS,n,2,286.89,0.76,N,2
34.3539,-116.85419,308.23,0.39,0.36,2025-07-24,933,N,VIIRS,n,2,292.67,1.14,N,2
34.40101,-118.99695,299.5,0.45,0.39,2025-07-24,933,N,VIIRS,n,2,285.82,0.46,N,2
34.43059,-118.64634,316.97,0.43,0.38,2025-07-24,933,N,VIIRS,n,2,286.05,1.46,N,2
34.56622,-118.15196,297.75,0.42,0.38,2025-07-24,933,N,VIIRS,n,2,285.88,0.31,N,2
34.60615,-117.33634,306.04,0.4,0.37,2025-07-24,933,N,VIIRS,n,2,287.54,1.28,N,2
34.60951,-117.3356,301.13,0.4,0.37,2025-07-24,933,N,VIIRS,n,2,287.9,0.96,N,2
34.62214,-117.10162,320.6,0.4,0.37,2025-07-24,933,N,VIIRS,n,2,293,1.63,N,2
36.384,-114.87756,308.2,0.38,0.36,2025-07-24,933,N,VIIRS,n,2,294.33,0.95,N,0
37.04845,-116.47385,326.1,0.4,0.37,2025-07-24,933,N,VIIRS,n,2,288.22,2.09,N,0
37.05181,-116.47314,311.22,0.4,0.37,2025-07-24,933,N,VIIRS,n,2,287.69,2.09,N,0
32.37066,-117.0678,310.71,0.39,0.36,2025-07-24,934,N,VIIRS,n,2,290.46,1.34,N,2
32.49839,-116.78865,303,0.39,0.36,2025-07-24,934,N,VIIRS,n,2,288.94,0.63,N,2
32.50238,-114.9677,314.44,0.39,0.36,2025-07-24,934,N,VIIRS,n,2,292.71,1.52,N,0
32.50782,-116.76715,311.59,0.39,0.36,2025-07-24,934,N,VIIRS,n,2,288.4,0.47,N,2
32.52561,-114.96227,326.29,0.39,0.36,2025-07-24,934,N,VIIRS,n,2,292.08,2,N,0
32.52629,-114.96642,323.6,0.39,0.36,2025-07-24,934,N,VIIRS,n,2,292.54,2,N,0
32.52682,-116.77998,304.53,0.39,0.36,2025-07-24,934,N,VIIRS,n,2,288.7,0.68,N,0
32.5544,-114.85373,304.81,0.39,0.36,2025-07-24,934,N,VIIRS,n,2,291.5,0.61,N,0
32.59922,-117.0102,306.28,0.39,0.36,2025-07-24,934,N,VIIRS,n,2,288.59,0.37,N,2
32.8567,-117.03077,299.95,0.39,0.36,2025-07-24,934,N,VIIRS,n,2,288.44,0.35,N,2
33.44206,-117.443,304.01,0.4,0.37,2025-07-24,934,N,VIIRS,n,2,287.83,0.73,N,0
33.49166,-117.61818,306.54,0.4,0.37,2025-07-24,934,N,VIIRS,n,2,287.33,0.77,N,2
33.49184,-117.61579,308.99,0.4,0.37,2025-07-24,934,N,VIIRS,n,2,288.01,0.7,N,2
33.61154,-117.8227,306.69,0.41,0.37,2025-07-24,934,N,VIIRS,n,2,287.43,0.94,N,2
33.71422,-117.70987,315.42,0.4,0.37,2025-07-24,934,N,VIIRS,n,2,287.61,0.99,N,2
33.77793,-118.23714,308.44,0.42,0.37,2025-07-24,934,N,VIIRS,n,2,294.86,0.98,N,2
33.79342,-118.34943,299.42,0.42,0.38,2025-07-24,934,N,VIIRS,n,2,287.64,0.35,N,2
41.22449,-123.34062,295.92,0.51,0.66,2025-07-24,1112,N,VIIRS,n,2,284.76,0.66,N,0
41.23091,-123.33969,296.57,0.51,0.66,2025-07-24,1112,N,VIIRS,n,2,285.17,0.88,N,0
41.24747,-123.30635,297.05,0.51,0.66,2025-07-24,1112,N,VIIRS,n,2,285.7,1.62,N,0
41.24926,-123.31216,310.67,0.51,0.66,2025-07-24,1112,N,VIIRS,n,2,286.46,1.62,N,0
41.25018,-123.38061,296.46,0.51,0.66,2025-07-24,1112,N,VIIRS,n,2,285.23,0.97,N,0
41.25078,-123.31712,318.19,0.51,0.66,2025-07-24,1112,N,VIIRS,n,2,286.16,3.84,N,0
41.26171,-123.39641,309.1,0.51,0.66,2025-07-24,1112,N,VIIRS,n,2,285.85,1.82,N,0
34.40746,-119.09265,335.08,0.4,0.37,2025-07-24,2053,N,VIIRS,l,2,307.46,2.26,D,0
34.4101,-119.09768,340.85,0.4,0.37,2025-07-24,2053,N,VIIRS,n,2,311.04,6.29,D,0
34.41415,-119.0942,331.32,0.4,0.37,2025-07-24,2053,N,VIIRS,l,2,306.2,4.27,D,0
36.48131,-121.50529,336.36,0.44,0.38,2025-07-24,2053,N,VIIRS,n,2,300.16,10.2,D,0
37.78072,-121.04692,334.15,0.41,0.37,2025-07-24,2054,N,VIIRS,l,2,303,3.08,D,0
37.83619,-121.09667,336.91,0.42,0.37,2025-07-24,2054,N,VIIRS,l,2,308.55,5.68,D,0
38.80841,-121.72198,344.61,0.42,0.38,2025-07-24,2054,N,VIIRS,l,2,315.17,24.62,D,0
39.19257,-121.61897,342.13,0.42,0.37,2025-07-24,2054,N,VIIRS,n,2,309.08,18.01,D,0
39.32524,-121.69091,346.37,0.42,0.37,2025-07-24,2054,N,VIIRS,n,2,310.85,11.61,D,0
39.80751,-121.99429,346.31,0.42,0.38,2025-07-24,2054,N,VIIRS,n,2,314.24,9.65,D,0
39.81179,-121.99049,333.34,0.42,0.38,2025-07-24,2054,N,VIIRS,n,2,301.97,1.93,D,0
41.22566,-123.33725,334.18,0.44,0.39,2025-07-24,2055,N,VIIRS,n,2,299.29,3.27,D,0
41.22884,-123.35975,341.37,0.44,0.39,2025-07-24,2055,N,VIIRS,n,2,300.79,5.66,D,0
