"timestamp_utc","observed_on","longitude","latitude","elevation_m","temperature_c","relative_humidity_percent","wind_speed_m_s","wind_direction_deg","wind_u_m_s","wind_v_m_s","precipitation_mm","solar_radiation_mj_m2_h","is_interpolated","source_dataset"
"2021-07-13T00:00:00Z","2021-07-13","-121.382","39.872","1355.6","34.66","4.17","3.05","221.9","-2.036889","-2.27015",,"1.9","False","NASA_POWER_hourly"
"2021-07-13T01:00:00Z","2021-07-13","-121.382","39.872","1355.6","32.95","4.62","2.55","223.3","-1.748837","-1.855821",,"1.18","False","NASA_POWER_hourly"
"2021-07-13T02:00:00Z","2021-07-13","-121.382","39.872","1355.6","29.32","6.5","1.5","219.3","-0.950071","-1.16076",,"0.48","False","NASA_POWER_hourly"
"2021-07-13T03:00:00Z","2021-07-13","-121.382","39.872","1355.6","23.59","11.35","1.68","201.4","-0.612993","-1.564174",,"0.03","False","NASA_POWER_hourly"
"2021-07-13T04:00:00Z","2021-07-13","-121.382","39.872","1355.6","23.01","11.85","1.43","174.8","0.129605","-1.424115",,"0","False","NASA_POWER_hourly"
"2021-07-13T05:00:00Z","2021-07-13","-121.382","39.872","1355.6","23.54","11.1","1.1","148.3","0.578019","-0.935892",,"0","False","NASA_POWER_hourly"
"2021-07-13T06:00:00Z","2021-07-13","-121.382","39.872","1355.6","24.25","9.58","0.58","114.4","0.528197","-0.239601",,"0","False","NASA_POWER_hourly"
"2021-07-13T07:00:00Z","2021-07-13","-121.382","39.872","1355.6","23.95","9.05","0.55","43.5","0.378595","0.398956",,"0","False","NASA_POWER_hourly"
"2021-07-13T08:00:00Z","2021-07-13","-121.382","39.872","1355.6","22.88","9.6","1.07","36.2","0.631948","0.863448",,"0","False","NASA_POWER_hourly"
"2021-07-13T09:00:00Z","2021-07-13","-121.382","39.872","1355.6","21.4","11.65","1.73","40.3","1.118946","1.319416",,"0","False","NASA_POWER_hourly"
"2021-07-13T10:00:00Z","2021-07-13","-121.382","39.872","1355.6","19.3","16.1","2.24","49","1.690549","1.469572",,"0","False","NASA_POWER_hourly"
"2021-07-13T11:00:00Z","2021-07-13","-121.382","39.872","1355.6","17.65","21.83","2.25","57.5","1.897631","1.208924",,"0","False","NASA_POWER_hourly"
"2021-07-13T12:00:00Z","2021-07-13","-121.382","39.872","1355.6","16.41","27.62","2.14","61.9","1.887751","1.007965",,"0","False","NASA_POWER_hourly"
"2021-07-13T13:00:00Z","2021-07-13","-121.382","39.872","1355.6","17.71","28.65","2.01","69.3","1.880243","0.710484",,"0.22","False","NASA_POWER_hourly"
"2021-07-13T14:00:00Z","2021-07-13","-121.382","39.872","1355.6","22.68","22.67","1.75","76.8","1.703763","0.399614",,"0.86","False","NASA_POWER_hourly"
"2021-07-13T15:00:00Z","2021-07-13","-121.382","39.872","1355.6","27.09","17.51","1.01","110.2","0.947878","-0.348751",,"1.6","False","NASA_POWER_hourly"
"2021-07-13T16:00:00Z","2021-07-13","-121.382","39.872","1355.6","30.89","12.26","1.36","187.2","-0.170453","-1.349276",,"2.3","False","NASA_POWER_hourly"
"2021-07-13T17:00:00Z","2021-07-13","-121.382","39.872","1355.6","33.24","8.57","2.49","208.5","-1.188125","-2.188255",,"2.89","False","NASA_POWER_hourly"
"2021-07-13T18:00:00Z","2021-07-13","-121.382","39.872","1355.6","34.2","6.86","3.43","213.1","-1.87313","-2.873375",,"3.32","False","NASA_POWER_hourly"
"2021-07-13T19:00:00Z","2021-07-13","-121.382","39.872","1355.6","34.4","6.2","3.94","212.7","-2.128547","-3.315552",,"3.59","False","NASA_POWER_hourly"
"2021-07-13T20:00:00Z","2021-07-13","-121.382","39.872","1355.6","34.5","5.81","4.11","211.2","-2.129091","-3.515547",,"3.64","False","NASA_POWER_hourly"
"2021-07-13T21:00:00Z","2021-07-13","-121.382","39.872","1355.6","34.58","5.88","4.1","210.1","-2.056194","-3.547121",,"3.48","False","NASA_POWER_hourly"
"2021-07-13T22:00:00Z","2021-07-13","-121.382","39.872","1355.6","34.41","6.5","3.96","210.8","-2.02769","-3.401481",,"3.13","False","NASA_POWER_hourly"
"2021-07-13T23:00:00Z","2021-07-13","-121.382","39.872","1355.6","33.72","7.7","3.68","211.7","-1.933736","-3.130985",,"2.61","False","NASA_POWER_hourly"
"2021-07-14T00:00:00Z","2021-07-14","-121.382","39.872","1355.6","32.56","9.07","3.31","212.3","-1.768706","-2.797817",,"1.95","False","NASA_POWER_hourly"
"2021-07-14T01:00:00Z","2021-07-14","-121.382","39.872","1355.6","30.64","10.96","2.81","213.2","-1.538653","-2.351308",,"1.23","False","NASA_POWER_hourly"
"2021-07-14T02:00:00Z","2021-07-14","-121.382","39.872","1355.6","27.35","14.59","1.71","214.3","-0.96363","-1.412628",,"0.5","False","NASA_POWER_hourly"
"2021-07-14T03:00:00Z","2021-07-14","-121.382","39.872","1355.6","21.14","23.16","1.71","206","-0.749615","-1.536938",,"0.03","False","NASA_POWER_hourly"
"2021-07-14T04:00:00Z","2021-07-14","-121.382","39.872","1355.6","20.09","25.43","1.73","191.3","-0.338987","-1.696463",,"0","False","NASA_POWER_hourly"
"2021-07-14T05:00:00Z","2021-07-14","-121.382","39.872","1355.6","20.2","25.38","1.57","179.3","0.019181","-1.569883",,"0","False","NASA_POWER_hourly"
"2021-07-14T06:00:00Z","2021-07-14","-121.382","39.872","1355.6","20.44","24.84","1.44","175.6","0.110475","-1.435756",,"0","False","NASA_POWER_hourly"
"2021-07-14T07:00:00Z","2021-07-14","-121.382","39.872","1355.6","20.89","23.59","1.14","170.9","0.1803","-1.125652",,"0","False","NASA_POWER_hourly"
"2021-07-14T08:00:00Z","2021-07-14","-121.382","39.872","1355.6","21.2","22.48","0.79","157.7","0.29977","-0.730916",,"0","False","NASA_POWER_hourly"
"2021-07-14T09:00:00Z","2021-07-14","-121.382","39.872","1355.6","20.81","22.57","0.56","114.3","0.510386","-0.230448",,"0","False","NASA_POWER_hourly"
"2021-07-14T10:00:00Z","2021-07-14","-121.382","39.872","1355.6","20.13","23.3","0.83","73.1","0.794155","0.241283",,"0","False","NASA_POWER_hourly"
"2021-07-14T11:00:00Z","2021-07-14","-121.382","39.872","1355.6","19.51","23.91","1.1","64.6","0.993669","0.471829",,"0","False","NASA_POWER_hourly"
"2021-07-14T12:00:00Z","2021-07-14","-121.382","39.872","1355.6","19.09","24.3","1.23","66.6","1.128838","0.488492",,"0","False","NASA_POWER_hourly"
"2021-07-14T13:00:00Z","2021-07-14","-121.382","39.872","1355.6","19.9","22.99","1.09","75.1","1.05335","0.280275",,"0.25","False","NASA_POWER_hourly"
"2021-07-14T14:00:00Z","2021-07-14","-121.382","39.872","1355.6","22.67","20.51","0.58","104","0.562772","-0.140315",,"0.93","False","NASA_POWER_hourly"
"2021-07-14T15:00:00Z","2021-07-14","-121.382","39.872","1355.6","26.83","14.12","1.2","201","-0.430042","-1.120297",,"1.68","False","NASA_POWER_hourly"
"2021-07-14T16:00:00Z","2021-07-14","-121.382","39.872","1355.6","29.53","12.1","2.24","209.8","-1.113222","-1.943795",,"2.38","False","NASA_POWER_hourly"
"2021-07-14T17:00:00Z","2021-07-14","-121.382","39.872","1355.6","31.09","11.86","2.89","215.3","-1.670009","-2.358638",,"2.98","False","NASA_POWER_hourly"
"2021-07-14T18:00:00Z","2021-07-14","-121.382","39.872","1355.6","32.34","11.36","3.43","218.6","-2.139907","-2.680615",,"3.43","False","NASA_POWER_hourly"
"2021-07-14T19:00:00Z","2021-07-14","-121.382","39.872","1355.6","32.5","11.2","3.81","219","-2.397711","-2.960926",,"3.67","False","NASA_POWER_hourly"
"2021-07-14T20:00:00Z","2021-07-14","-121.382","39.872","1355.6","32.08","11.33","3.98","217.8","-2.43937","-3.144817",,"3.68","False","NASA_POWER_hourly"
"2021-07-14T21:00:00Z","2021-07-14","-121.382","39.872","1355.6","32.36","10.78","3.91","215.6","-2.276101","-3.179224",,"3.49","False","NASA_POWER_hourly"
"2021-07-14T22:00:00Z","2021-07-14","-121.382","39.872","1355.6","31.54","10.6","3.64","213.7","-2.019634","-3.028313",,"3.12","False","NASA_POWER_hourly"
"2021-07-14T23:00:00Z","2021-07-14","-121.382","39.872","1355.6","30.38","10.59","3.37","212.1","-1.790813","-2.854801",,"2.57","False","NASA_POWER_hourly"
"2021-07-15T00:00:00Z","2021-07-15","-121.382","39.872","1355.6","28.96","11.01","3.1","209.4","-1.521802","-2.700763",,"1.9","False","NASA_POWER_hourly"
"2021-07-15T01:00:00Z","2021-07-15","-121.382","39.872","1355.6","26.97","12.48","2.74","204.8","-1.149299","-2.48731",,"1.17","False","NASA_POWER_hourly"
"2021-07-15T02:00:00Z","2021-07-15","-121.382","39.872","1355.6","23.65","16.3","1.73","200.3","-0.600199","-1.622548",,"0.46","False","NASA_POWER_hourly"
"2021-07-15T03:00:00Z","2021-07-15","-121.382","39.872","1355.6","17.76","25.21","1.74","187.2","-0.21808","-1.72628",,"0.03","False","NASA_POWER_hourly"
"2021-07-15T04:00:00Z","2021-07-15","-121.382","39.872","1355.6","16.22","28.4","1.97","173.3","0.229841","-1.956546",,"0","False","NASA_POWER_hourly"
"2021-07-15T05:00:00Z","2021-07-15","-121.382","39.872","1355.6","15.46","30.06","2.18","168.9","0.419698","-2.139218",,"0","False","NASA_POWER_hourly"
"2021-07-15T06:00:00Z","2021-07-15","-121.382","39.872","1355.6","14.69","32.42","2.27","168","0.47196","-2.220395",,"0","False","NASA_POWER_hourly"
"2021-07-15T07:00:00Z","2021-07-15","-121.382","39.872","1355.6","14.09","34.9","2.29","165.1","0.588834","-2.213001",,"0","False","NASA_POWER_hourly"
"2021-07-15T08:00:00Z","2021-07-15","-121.382","39.872","1355.6","14.01","34.64","2.31","161.9","0.717663","-2.195691",,"0","False","NASA_POWER_hourly"
"2021-07-15T09:00:00Z","2021-07-15","-121.382","39.872","1355.6","14.26","33.48","2.29","163.5","0.650395","-2.195697",,"0","False","NASA_POWER_hourly"
"2021-07-15T10:00:00Z","2021-07-15","-121.382","39.872","1355.6","14.77","31.89","2.15","165.7","0.531048","-2.083384",,"0","False","NASA_POWER_hourly"
"2021-07-15T11:00:00Z","2021-07-15","-121.382","39.872","1355.6","15.07","30.63","1.99","166.7","0.457799","-1.936626",,"0","False","NASA_POWER_hourly"
"2021-07-15T12:00:00Z","2021-07-15","-121.382","39.872","1355.6","15.21","29.48","1.84","166.8","0.420166","-1.791385",,"0","False","NASA_POWER_hourly"
"2021-07-15T13:00:00Z","2021-07-15","-121.382","39.872","1355.6","15.93","27.09","1.66","169.6","0.299662","-1.632729",,"0.23","False","NASA_POWER_hourly"
"2021-07-15T14:00:00Z","2021-07-15","-121.382","39.872","1355.6","19.14","21.69","1.2","181.9","-0.039786","-1.19934",,"0.89","False","NASA_POWER_hourly"
"2021-07-15T15:00:00Z","2021-07-15","-121.382","39.872","1355.6","22.66","15.96","2.03","194.2","-0.497974","-1.967974",,"1.62","False","NASA_POWER_hourly"
"2021-07-15T16:00:00Z","2021-07-15","-121.382","39.872","1355.6","24.71","12.9","2.53","198.4","-0.798592","-2.400656",,"2.32","False","NASA_POWER_hourly"
"2021-07-15T17:00:00Z","2021-07-15","-121.382","39.872","1355.6","26.36","11.01","2.93","205.7","-1.270621","-2.640156",,"2.91","False","NASA_POWER_hourly"
"2021-07-15T18:00:00Z","2021-07-15","-121.382","39.872","1355.6","27.97","10.02","3.33","212.5","-1.789208","-2.808494",,"3.35","False","NASA_POWER_hourly"
"2021-07-15T19:00:00Z","2021-07-15","-121.382","39.872","1355.6","28.33","10.24","3.64","217.2","-2.200741","-2.899369",,"3.61","False","NASA_POWER_hourly"
"2021-07-15T20:00:00Z","2021-07-15","-121.382","39.872","1355.6","28.08","11.16","3.73","220.2","-2.407557","-2.848959",,"3.63","False","NASA_POWER_hourly"
"2021-07-15T21:00:00Z","2021-07-15","-121.382","39.872","1355.6","28.76","11.25","3.66","221.2","-2.410803","-2.753839",,"3.47","False","NASA_POWER_hourly"
"2021-07-15T22:00:00Z","2021-07-15","-121.382","39.872","1355.6","28.07","11.92","3.41","221.1","-2.24165","-2.569651",,"3.1","False","NASA_POWER_hourly"
"2021-07-15T23:00:00Z","2021-07-15","-121.382","39.872","1355.6","27.12","12.71","3.1","220.2","-2.000919","-2.367768",,"2.57","False","NASA_POWER_hourly"
"2021-07-16T00:00:00Z","2021-07-16","-121.382","39.872","1355.6","26.08","13.35","2.76","218.1","-1.703019","-2.171941",,"1.91","False","NASA_POWER_hourly"
"2021-07-16T01:00:00Z","2021-07-16","-121.382","39.872","1355.6","24.55","14.66","2.32","215.3","-1.34063","-1.893439",,"1.19","False","NASA_POWER_hourly"
"2021-07-16T02:00:00Z","2021-07-16","-121.382","39.872","1355.6","20.75","19.21","1.44","210.5","-0.730855","-1.240746",,"0.48","False","NASA_POWER_hourly"
"2021-07-16T03:00:00Z","2021-07-16","-121.382","39.872","1355.6","16.42","25.56","1.86","191.2","-0.361276","-1.824577",,"0.03","False","NASA_POWER_hourly"
"2021-07-16T04:00:00Z","2021-07-16","-121.382","39.872","1355.6","15.42","26.31","2.01","179.4","0.021048","-2.00989",,"0","False","NASA_POWER_hourly"
"2021-07-16T05:00:00Z","2021-07-16","-121.382","39.872","1355.6","15.09","25.51","2.04","171.8","0.290963","-2.019144",,"0","False","NASA_POWER_hourly"
"2021-07-16T06:00:00Z","2021-07-16","-121.382","39.872","1355.6","15.27","23.69","1.94","162.9","0.570438","-1.854238",,"0","False","NASA_POWER_hourly"
"2021-07-16T07:00:00Z","2021-07-16","-121.382","39.872","1355.6","15.64","21.42","1.84","153.6","0.818129","-1.64811",,"0","False","NASA_POWER_hourly"
"2021-07-16T08:00:00Z","2021-07-16","-121.382","39.872","1355.6","15.71","19.45","1.85","146.5","1.021083","-1.542689",,"0","False","NASA_POWER_hourly"
"2021-07-16T09:00:00Z","2021-07-16","-121.382","39.872","1355.6","15.89","18.07","1.6","129.7","1.231039","-1.022029",,"0","False","NASA_POWER_hourly"
"2021-07-16T10:00:00Z","2021-07-16","-121.382","39.872","1355.6","15.18","18.59","1.63","96.3","1.620156","-0.178867",,"0","False","NASA_POWER_hourly"
"2021-07-16T11:00:00Z","2021-07-16","-121.382","39.872","1355.6","13.68","20.48","2.03","76.3","1.972245","0.480781",,"0","False","NASA_POWER_hourly"
"2021-07-16T12:00:00Z","2021-07-16","-121.382","39.872","1355.6","12.85","22","2.13","71.1","2.015162","0.689944",,"0","False","NASA_POWER_hourly"
"2021-07-16T13:00:00Z","2021-07-16","-121.382","39.872","1355.6","13.42","22.37","1.94","69.8","1.820676","0.669879",,"0.24","False","NASA_POWER_hourly"
"2021-07-16T14:00:00Z","2021-07-16","-121.382","39.872","1355.6","17.07","19.48","1.17","72.6","1.116461","0.349878",,"0.93","False","NASA_POWER_hourly"
"2021-07-16T15:00:00Z","2021-07-16","-121.382","39.872","1355.6","22.04","13","0.18","173.7","0.019752","-0.178913",,"1.65","False","NASA_POWER_hourly"
"2021-07-16T16:00:00Z","2021-07-16","-121.382","39.872","1355.6","25.46","8.5","1.49","223.9","-1.033169","-1.073621",,"2.38","False","NASA_POWER_hourly"
"2021-07-16T17:00:00Z","2021-07-16","-121.382","39.872","1355.6","27.14","7.31","2.22","228.6","-1.665247","-1.468112",,"2.99","False","NASA_POWER_hourly"
"2021-07-16T18:00:00Z","2021-07-16","-121.382","39.872","1355.6","28.68","6.64","2.8","230.2","-2.151194","-1.792307",,"3.41","False","NASA_POWER_hourly"
"2021-07-16T19:00:00Z","2021-07-16","-121.382","39.872","1355.6","29.05","6.64","3.27","229.1","-2.471641","-2.141002",,"3.65","False","NASA_POWER_hourly"
"2021-07-16T20:00:00Z","2021-07-16","-121.382","39.872","1355.6","28.81","7.01","3.44","228.8","-2.588307","-2.265892",,"3.67","False","NASA_POWER_hourly"
"2021-07-16T21:00:00Z","2021-07-16","-121.382","39.872","1355.6","29.42","7.11","3.41","226.9","-2.489853","-2.329964",,"3.49","False","NASA_POWER_hourly"
"2021-07-16T22:00:00Z","2021-07-16","-121.382","39.872","1355.6","28.72","7.75","3.17","226","-2.280307","-2.202067",,"3.11","False","NASA_POWER_hourly"
"2021-07-16T23:00:00Z","2021-07-16","-121.382","39.872","1355.6","27.81","8.39","2.82","226.3","-2.038767","-1.948288",,"2.57","False","NASA_POWER_hourly"
"2021-07-17T00:00:00Z","2021-07-17","-121.382","39.872","1355.6","26.78","9.07","2.39","225.7","-1.710506","-1.669213",,"1.91","False","NASA_POWER_hourly"
"2021-07-17T01:00:00Z","2021-07-17","-121.382","39.872","1355.6","25.14","10.3","1.73","224.3","-1.208258","-1.238148",,"1.18","False","NASA_POWER_hourly"
"2021-07-17T02:00:00Z","2021-07-17","-121.382","39.872","1355.6","20.59","15.28","1.45","208.5","-0.69188","-1.274285",,"0.46","False","NASA_POWER_hourly"
"2021-07-17T03:00:00Z","2021-07-17","-121.382","39.872","1355.6","18.36","17.95","1.5","195.1","-0.390757","-1.448209",,"0.03","False","NASA_POWER_hourly"
"2021-07-17T04:00:00Z","2021-07-17","-121.382","39.872","1355.6","17.99","18.52","1.24","169.8","0.219585","-1.220403",,"0","False","NASA_POWER_hourly"
"2021-07-17T05:00:00Z","2021-07-17","-121.382","39.872","1355.6","17.74","18.75","1.13","145","0.648141","-0.925642",,"0","False","NASA_POWER_hourly"
"2021-07-17T06:00:00Z","2021-07-17","-121.382","39.872","1355.6","17.36","18.99","1.13","122.7","0.950907","-0.610472",,"0","False","NASA_POWER_hourly"
"2021-07-17T07:00:00Z","2021-07-17","-121.382","39.872","1355.6","16.93","19.37","1.15","94.5","1.146455","-0.090228",,"0","False","NASA_POWER_hourly"
"2021-07-17T08:00:00Z","2021-07-17","-121.382","39.872","1355.6","16.23","20.03","1.41","66.2","1.290093","0.568999",,"0","False","NASA_POWER_hourly"
"2021-07-17T09:00:00Z","2021-07-17","-121.382","39.872","1355.6","15.28","21.28","1.84","51.4","1.437998","1.147938",,"0","False","NASA_POWER_hourly"
"2021-07-17T10:00:00Z","2021-07-17","-121.382","39.872","1355.6","13.77","24.51","2.3","49.4","1.746324","1.496781",,"0","False","NASA_POWER_hourly"
"2021-07-17T11:00:00Z","2021-07-17","-121.382","39.872","1355.6","12.8","28.65","2.49","55.8","2.059431","1.399588",,"0","False","NASA_POWER_hourly"
"2021-07-17T12:00:00Z","2021-07-17","-121.382","39.872","1355.6","12.07","33.6","2.57","65.6","2.340457","1.061678",,"0","False","NASA_POWER_hourly"
"2021-07-17T13:00:00Z","2021-07-17","-121.382","39.872","1355.6","12.8","35.13","2.36","74.8","2.277439","0.618766",,"0.22","False","NASA_POWER_hourly"
"2021-07-17T14:00:00Z","2021-07-17","-121.382","39.872","1355.6","17.38","27.99","1.47","84.1","1.462213","0.151105",,"0.89","False","NASA_POWER_hourly"
"2021-07-17T15:00:00Z","2021-07-17","-121.382","39.872","1355.6","22.62","18.37","0.59","135","0.417193","-0.417193",,"1.62","False","NASA_POWER_hourly"
"2021-07-17T16:00:00Z","2021-07-17","-121.382","39.872","1355.6","26.35","12.07","1.46","216.1","-0.860227","-1.179665",,"2.32","False","NASA_POWER_hourly"
"2021-07-17T17:00:00Z","2021-07-17","-121.382","39.872","1355.6","28.3","9.98","2.23","222.6","-1.509433","-1.641497",,"2.91","False","NASA_POWER_hourly"
"2021-07-17T18:00:00Z","2021-07-17","-121.382","39.872","1355.6","30.21","8.61","2.85","223.7","-1.969015","-2.060456",,"3.35","False","NASA_POWER_hourly"
"2021-07-17T19:00:00Z","2021-07-17","-121.382","39.872","1355.6","30.7","8.37","3.27","224","-2.271533","-2.352241",,"3.6","False","NASA_POWER_hourly"
"2021-07-17T20:00:00Z","2021-07-17","-121.382","39.872","1355.6","30.65","8.58","3.44","223.6","-2.372291","-2.491151",,"3.64","False","NASA_POWER_hourly"
"2021-07-17T21:00:00Z","2021-07-17","-121.382","39.872","1355.6","31.52","8.26","3.49","222.1","-2.339789","-2.589496",,"3.47","False","NASA_POWER_hourly"
"2021-07-17T22:00:00Z","2021-07-17","-121.382","39.872","1355.6","30.81","8.57","3.35","221.3","-2.211006","-2.516735",,"3.1","False","NASA_POWER_hourly"
"2021-07-17T23:00:00Z","2021-07-17","-121.382","39.872","1355.6","29.75","9.24","3.05","221","-2.00098","-2.301864",,"2.56","False","NASA_POWER_hourly"
"2021-07-18T00:00:00Z","2021-07-18","-121.382","39.872","1355.6","28.55","10.11","2.62","220.4","-1.698074","-1.99523",,"1.9","False","NASA_POWER_hourly"
"2021-07-18T01:00:00Z","2021-07-18","-121.382","39.872","1355.6","26.86","11.52","1.98","219.2","-1.251418","-1.53439",,"1.17","False","NASA_POWER_hourly"
"2021-07-18T02:00:00Z","2021-07-18","-121.382","39.872","1355.6","22.47","16.3","1.5","209.5","-0.738635","-1.305534",,"0.46","False","NASA_POWER_hourly"
"2021-07-18T03:00:00Z","2021-07-18","-121.382","39.872","1355.6","20.1","18.98","1.52","188.3","-0.219421","-1.504079",,"0.03","False","NASA_POWER_hourly"
"2021-07-18T04:00:00Z","2021-07-18","-121.382","39.872","1355.6","19.02","20.12","1.51","156.7","0.597274","-1.386854",,"0","False","NASA_POWER_hourly"
"2021-07-18T05:00:00Z","2021-07-18","-121.382","39.872","1355.6","18.07","21.29","1.74","140.4","1.109118","-1.340693",,"0","False","NASA_POWER_hourly"
"2021-07-18T06:00:00Z","2021-07-18","-121.382","39.872","1355.6","17.46","21.92","1.83","128.6","1.430182","-1.1417",,"0","False","NASA_POWER_hourly"
"2021-07-18T07:00:00Z","2021-07-18","-121.382","39.872","1355.6","17.15","22.07","1.84","112","1.706018","-0.689276",,"0","False","NASA_POWER_hourly"
"2021-07-18T08:00:00Z","2021-07-18","-121.382","39.872","1355.6","16.83","22.15","1.99","95.8","1.979813","-0.201102",,"0","False","NASA_POWER_hourly"
"2021-07-18T09:00:00Z","2021-07-18","-121.382","39.872","1355.6","16.39","22.41","2.18","79.7","2.144869","0.389789",,"0","False","NASA_POWER_hourly"
"2021-07-18T10:00:00Z","2021-07-18","-121.382","39.872","1355.6","15.23","23.73","2.43","68.8","2.265547","0.878748",,"0","False","NASA_POWER_hourly"
"2021-07-18T11:00:00Z","2021-07-18","-121.382","39.872","1355.6","14.09","25.02","2.63","66.5","2.411868","1.04871",,"0","False","NASA_POWER_hourly"
"2021-07-18T12:00:00Z","2021-07-18","-121.382","39.872","1355.6","13.27","26.13","2.74","68.8","2.554567","0.990851",,"0","False","NASA_POWER_hourly"
"2021-07-18T13:00:00Z","2021-07-18","-121.382","39.872","1355.6","14.04","24.86","2.56","71.1","2.421979","0.829229",,"0.21","False","NASA_POWER_hourly"
"2021-07-18T14:00:00Z","2021-07-18","-121.382","39.872","1355.6","19.68","17.56","1.53","74.1","1.471464","0.419158",,"0.86","False","NASA_POWER_hourly"
"2021-07-18T15:00:00Z","2021-07-18","-121.382","39.872","1355.6","25.59","11.55","0.76","96","0.755837","-0.079442",,"1.59","False","NASA_POWER_hourly"
"2021-07-18T16:00:00Z","2021-07-18","-121.382","39.872","1355.6","29.3","8.75","0.98","196","-0.270125","-0.942036",,"2.3","False","NASA_POWER_hourly"
"2021-07-18T17:00:00Z","2021-07-18","-121.382","39.872","1355.6","31.33","8.4","1.71","210.9","-0.878156","-1.467291",,"2.87","False","NASA_POWER_hourly"
"2021-07-18T18:00:00Z","2021-07-18","-121.382","39.872","1355.6","32.97","8.54","2.4","219.3","-1.520114","-1.857217",,"3.3","False","NASA_POWER_hourly"
"2021-07-18T19:00:00Z","2021-07-18","-121.382","39.872","1355.6","33.37","9.4","3","222.6","-2.030628","-2.208291",,"3.52","False","NASA_POWER_hourly"
"2021-07-18T20:00:00Z","2021-07-18","-121.382","39.872","1355.6","32.96","10.47","3.39","224.5","-2.376082","-2.417919",,"3.48","False","NASA_POWER_hourly"
"2021-07-18T21:00:00Z","2021-07-18","-121.382","39.872","1355.6","33.38","10.96","3.63","224","-2.52161","-2.611203",,"3.26","False","NASA_POWER_hourly"
"2021-07-18T22:00:00Z","2021-07-18","-121.382","39.872","1355.6","32.15","12.5","3.52","222.5","-2.378078","-2.595216",,"2.87","False","NASA_POWER_hourly"
"2021-07-18T23:00:00Z","2021-07-18","-121.382","39.872","1355.6","30.7","14.04","3.27","219.7","-2.088771","-2.515937",,"2.21","False","NASA_POWER_hourly"
"2021-07-19T00:00:00Z","2021-07-19","-121.382","39.872","1355.6","29.53","14.99","3.05","214.7","-1.736303","-2.507539",,"1.45","False","NASA_POWER_hourly"
"2021-07-19T01:00:00Z","2021-07-19","-121.382","39.872","1355.6","28.23","15.66","2.91","206.7","-1.307518","-2.599711",,"0.85","False","NASA_POWER_hourly"
"2021-07-19T02:00:00Z","2021-07-19","-121.382","39.872","1355.6","26.24","16.71","2.29","198.8","-0.737988","-2.167827",,"0.31","False","NASA_POWER_hourly"
"2021-07-19T03:00:00Z","2021-07-19","-121.382","39.872","1355.6","22.22","20.29","1.67","190.7","-0.310063","-1.640963",,"0.02","False","NASA_POWER_hourly"
"2021-07-19T04:00:00Z","2021-07-19","-121.382","39.872","1355.6","21.09","20.69","1.66","185.2","-0.15045","-1.653168",,"0","False","NASA_POWER_hourly"
"2021-07-19T05:00:00Z","2021-07-19","-121.382","39.872","1355.6","20.43","20.97","1.56","180","0","-1.56",,"0","False","NASA_POWER_hourly"
"2021-07-19T06:00:00Z","2021-07-19","-121.382","39.872","1355.6","20.16","21.15","1.45","172.1","0.199295","-1.436239",,"0","False","NASA_POWER_hourly"
"2021-07-19T07:00:00Z","2021-07-19","-121.382","39.872","1355.6","20.07","22.03","1.55","166.6","0.359209","-1.507803",,"0","False","NASA_POWER_hourly"
"2021-07-19T08:00:00Z","2021-07-19","-121.382","39.872","1355.6","20.19","24.33","1.52","163.6","0.429159","-1.458157",,"0","False","NASA_POWER_hourly"
"2021-07-19T09:00:00Z","2021-07-19","-121.382","39.872","1355.6","20.23","30","1.41","160.5","0.470668","-1.329125",,"0","False","NASA_POWER_hourly"
"2021-07-19T10:00:00Z","2021-07-19","-121.382","39.872","1355.6","19.89","40.07","1.31","153.2","0.59065","-1.169287",,"0","False","NASA_POWER_hourly"
"2021-07-19T11:00:00Z","2021-07-19","-121.382","39.872","1355.6","19.7","52.11","1.43","139.5","0.928711","-1.087381",,"0","False","NASA_POWER_hourly"
"2021-07-19T12:00:00Z","2021-07-19","-121.382","39.872","1355.6","19.26","63.57","1.34","128.3","1.0516","-0.830504",,"0","False","NASA_POWER_hourly"
"2021-07-19T13:00:00Z","2021-07-19","-121.382","39.872","1355.6","19.47","68.83","1.31","120.9","1.124065","-0.672739",,"0.15","False","NASA_POWER_hourly"
"2021-07-19T14:00:00Z","2021-07-19","-121.382","39.872","1355.6","21.24","64.06","1.42","123.2","1.188205","-0.77754",,"0.66","False","NASA_POWER_hourly"
"2021-07-19T15:00:00Z","2021-07-19","-121.382","39.872","1355.6","24.12","49.54","1.69","151.8","0.798611","-1.489403",,"1.27","False","NASA_POWER_hourly"
"2021-07-19T16:00:00Z","2021-07-19","-121.382","39.872","1355.6","26.98","36.73","2.19","175.8","0.160392","-2.184119",,"1.95","False","NASA_POWER_hourly"
"2021-07-19T17:00:00Z","2021-07-19","-121.382","39.872","1355.6","29.25","28.82","2.72","192.3","-0.579443","-2.657564",,"2.63","False","NASA_POWER_hourly"
"2021-07-19T18:00:00Z","2021-07-19","-121.382","39.872","1355.6","31.11","22.57","3.37","203.6","-1.349176","-3.088142",,"3.01","False","NASA_POWER_hourly"
"2021-07-19T19:00:00Z","2021-07-19","-121.382","39.872","1355.6","31.18","19.12","3.87","211.6","-2.027825","-3.296183",,"3.37","False","NASA_POWER_hourly"
