latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
39.61869,-119.26875,295.45,0.63,0.72,2021-08-27,846,N,VIIRS,n,2,285.12,1.09,N,0
39.62047,-119.26748,295.43,0.64,0.72,2021-08-27,846,N,VIIRS,n,2,285,1.77,N,0
39.99017,-120.75034,300.41,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,286.41,5.97,N,0
39.99018,-120.75681,296.51,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,284.82,5.67,N,0
39.9974,-120.74305,319.9,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,287.46,5.52,N,0
39.99741,-120.74905,320.6,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,289.48,5.97,N,0
39.99743,-120.75511,330.43,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,292.85,5.97,N,0
39.99744,-120.76034,318.93,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,290.81,5.67,N,0
39.99746,-120.76595,321.59,0.77,0.77,2021-08-27,846,N,VIIRS,n,2,288.93,5.67,N,0
39.99747,-120.77224,309.56,0.77,0.77,2021-08-27,846,N,VIIRS,n,2,286.89,5.22,N,0
40.00463,-120.73657,318.02,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,288.2,6.5,N,0
40.00465,-120.74672,323.79,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,289.41,6.5,N,0
40.00467,-120.75299,311.19,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,289.3,5.61,N,0
40.00475,-120.78254,302.42,0.77,0.77,2021-08-27,846,N,VIIRS,n,2,285.6,2.51,N,0
40.00477,-120.79035,318.65,0.77,0.77,2021-08-27,846,N,VIIRS,n,2,287.79,3.34,N,0
40.0048,-120.80068,314.67,0.77,0.77,2021-08-27,846,N,VIIRS,n,2,287.02,3.34,N,0
40.00533,-120.79632,321.31,0.77,0.77,2021-08-27,846,N,VIIRS,n,2,288.13,2.99,N,0
40.00535,-120.78729,316.14,0.77,0.77,2021-08-27,846,N,VIIRS,n,2,287.35,2.99,N,0
40.00537,-120.78026,298.98,0.77,0.77,2021-08-27,846,N,VIIRS,n,2,285.1,1.35,N,0
40.0054,-120.75681,301.78,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,288.61,4.66,N,0
40.00541,-120.7509,316.99,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,289.52,4.66,N,0
40.00542,-120.74369,319.83,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,289.09,6.49,N,0
40.00546,-120.73072,307.86,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,287.49,6.49,N,0
40.01187,-120.73488,338.44,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,290.81,6.5,N,0
40.01191,-120.74807,316.49,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,289.39,6.5,N,0
40.01194,-120.75667,302.5,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,288.03,5.61,N,0
40.01202,-120.78696,306.15,0.77,0.77,2021-08-27,846,N,VIIRS,n,2,287.19,2.51,N,0
40.01204,-120.79248,302.5,0.77,0.77,2021-08-27,846,N,VIIRS,n,2,286.31,3.34,N,0
40.01206,-120.79892,307.79,0.77,0.77,2021-08-27,846,N,VIIRS,n,2,284.94,3.34,N,0
40.0126,-120.79617,310.4,0.77,0.77,2021-08-27,846,N,VIIRS,n,2,285.05,2.99,N,0
40.01261,-120.79038,305.48,0.77,0.77,2021-08-27,846,N,VIIRS,n,2,286.76,2.99,N,0
40.01262,-120.78465,296.93,0.77,0.77,2021-08-27,846,N,VIIRS,n,2,286.09,1.35,N,0
40.01265,-120.75394,306.52,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,288.28,4.66,N,0
40.01268,-120.74284,329.76,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,290.32,6.49,N,0
40.0127,-120.73053,335.01,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,289.23,6.49,N,0
40.01888,-120.67231,338.98,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,290.11,7.61,N,0
40.01893,-120.68391,320,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,287.49,7.61,N,0
40.01897,-120.69547,312.79,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,286.71,6.24,N,0
40.01909,-120.72753,302.09,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,287.54,10.26,N,0
40.01911,-120.73377,367,0.76,0.77,2021-08-27,846,N,VIIRS,h,2,295.94,14.78,N,0
40.01914,-120.7422,318.84,0.76,0.77,2021-08-27,846,N,VIIRS,n,2,290.11,14.78,N,0
