latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
40.54963,-121.39081,306.4,0.44,0.46,2021-10-01,930,N,VIIRS,n,2,267.48,2.21,N,0
40.55391,-121.3903,314.55,0.44,0.46,2021-10-01,930,N,VIIRS,n,2,266.81,2.21,N,0
39.14468,-121.69457,295.08,0.43,0.46,2021-10-01,931,N,VIIRS,n,2,279.48,0.71,N,0
39.62157,-119.26266,296.35,0.51,0.41,2021-10-01,931,N,VIIRS,n,2,277.61,1.31,N,2
40.54905,-121.39007,305.41,0.67,0.74,2021-10-01,1111,N,VIIRS,n,2,273.02,1.61,N,0
40.55019,-121.38721,298.14,0.67,0.74,2021-10-01,1111,N,VIIRS,n,2,272.09,1.27,N,0
40.55264,-121.39454,295.65,0.67,0.74,2021-10-01,1111,N,VIIRS,n,2,272.55,1.36,N,0
40.55522,-121.38594,295.02,0.67,0.74,2021-10-01,1111,N,VIIRS,n,2,271.5,0.81,N,0
39.0942,-122.17603,343.65,0.43,0.38,2021-10-01,2053,N,VIIRS,n,2,313.32,54.93,D,0
39.09675,-122.18195,334.95,0.43,0.38,2021-10-01,2053,N,VIIRS,l,2,308.26,54.93,D,0
39.10107,-122.17809,350.15,0.43,0.38,2021-10-01,2053,N,VIIRS,n,2,312.7,36.21,D,0
39.13107,-121.79077,343.41,0.42,0.37,2021-10-01,2053,N,VIIRS,l,2,317.62,27.73,D,0
39.14036,-121.69841,336.34,0.42,0.37,2021-10-01,2053,N,VIIRS,l,2,309.92,1.86,D,0
39.1446,-121.69466,336.89,0.42,0.37,2021-10-01,2053,N,VIIRS,l,2,309.84,14.18,D,0
39.16826,-121.66168,335.6,0.41,0.37,2021-10-01,2053,N,VIIRS,n,2,309.28,4.93,D,0
39.1691,-121.65694,336.34,0.41,0.37,2021-10-01,2053,N,VIIRS,n,2,310.45,10.73,D,0
39.19531,-121.64962,343.55,0.41,0.37,2021-10-01,2053,N,VIIRS,n,2,311.27,2.85,D,0
39.27893,-121.5927,346.79,0.41,0.37,2021-10-01,2053,N,VIIRS,n,2,313.51,14.49,D,0
39.28231,-121.59367,331.48,0.41,0.37,2021-10-01,2053,N,VIIRS,n,2,304.2,14.49,D,0
39.31871,-122.146,338.78,0.43,0.38,2021-10-01,2053,N,VIIRS,n,2,308.36,8.41,D,0
39.31959,-122.14113,345.94,0.42,0.38,2021-10-01,2053,N,VIIRS,l,2,319.25,28.55,D,0
39.32723,-121.64137,347.45,0.41,0.37,2021-10-01,2053,N,VIIRS,n,2,311.71,11.46,D,0
39.37214,-121.88743,336.18,0.42,0.38,2021-10-01,2053,N,VIIRS,n,2,306.03,5.48,D,0
39.43185,-122.02448,351.34,0.42,0.38,2021-10-01,2053,N,VIIRS,n,2,308.21,8.83,D,0
39.64085,-122.06131,335.79,0.42,0.38,2021-10-01,2053,N,VIIRS,n,2,304.51,3.38,D,0
39.66029,-122.13328,334.25,0.42,0.38,2021-10-01,2053,N,VIIRS,n,2,307.4,1.31,D,0
39.75465,-121.88284,348.82,0.41,0.37,2021-10-01,2053,N,VIIRS,n,2,313.82,7.5,D,0
40.55193,-121.39048,335.22,0.4,0.37,2021-10-01,2053,N,VIIRS,n,2,307.1,3.8,D,0
40.55272,-121.38583,336.45,0.4,0.37,2021-10-01,2053,N,VIIRS,n,2,306.47,3.8,D,0
40.55603,-121.38682,337.16,0.4,0.37,2021-10-01,2053,N,VIIRS,n,2,305.55,3.8,D,0
39.09541,-122.17901,320.07,0.41,0.61,2021-10-02,912,N,VIIRS,n,2,287.14,2,N,0
39.10109,-122.17854,322.02,0.41,0.61,2021-10-02,912,N,VIIRS,n,2,287.17,1.85,N,0
39.14278,-121.69595,303.44,0.39,0.59,2021-10-02,912,N,VIIRS,n,2,284.98,0.5,N,0
39.61768,-119.26186,298.93,0.58,0.52,2021-10-02,912,N,VIIRS,n,2,277.61,0.76,N,2
39.61984,-119.26297,297.04,0.58,0.52,2021-10-02,912,N,VIIRS,n,2,278.47,1.83,N,2
40.57032,-121.35671,297.04,0.39,0.59,2021-10-02,912,N,VIIRS,n,2,280.7,0.45,N,0
40.57129,-121.36065,303.16,0.39,0.59,2021-10-02,912,N,VIIRS,n,2,281.34,1.09,N,0
39.09395,-122.17838,307.58,0.4,0.6,2021-10-02,1052,N,VIIRS,n,2,285.79,0.71,N,0
39.09922,-122.17593,321.76,0.4,0.6,2021-10-02,1052,N,VIIRS,n,2,286.47,1.58,N,0
39.14349,-121.6977,301.55,0.42,0.61,2021-10-02,1052,N,VIIRS,n,2,283.98,0.75,N,0
39.61958,-119.26312,298.05,0.54,0.68,2021-10-02,1052,N,VIIRS,n,2,277.42,0.98,N,2
40.56877,-121.35884,302.79,0.4,0.6,2021-10-02,1052,N,VIIRS,n,2,280.97,1.46,N,0
39.19588,-122.21199,337.47,0.45,0.47,2021-10-02,2034,N,VIIRS,n,2,309.8,6.14,D,0
39.20006,-122.21355,337.1,0.45,0.47,2021-10-02,2034,N,VIIRS,l,2,309.04,6.14,D,0
39.2012,-122.20845,344.2,0.45,0.47,2021-10-02,2034,N,VIIRS,n,2,313.09,17.29,D,0
39.20538,-122.21002,348.9,0.45,0.47,2021-10-02,2034,N,VIIRS,n,2,306.87,16.42,D,0
39.20567,-121.98689,340.72,0.44,0.46,2021-10-02,2034,N,VIIRS,n,2,306.12,3.74,D,0
