latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
39.46569,-120.2655,329.24,0.52,0.42,2021-10-21,2118,N,VIIRS,n,2,278.77,5.11,D,0
39.6202,-119.26295,295.38,0.44,0.38,2021-10-22,937,N,VIIRS,n,2,283.9,0.6,N,2
39.04932,-122.17304,330.83,0.39,0.36,2021-10-22,2059,N,VIIRS,n,2,294,2.99,D,0
39.05007,-122.16855,325.87,0.39,0.36,2021-10-22,2059,N,VIIRS,n,2,292.13,2.99,D,0
39.05264,-122.17397,334.94,0.39,0.36,2021-10-22,2059,N,VIIRS,n,2,292.41,2.99,D,0
39.05339,-122.16946,330.2,0.39,0.36,2021-10-22,2059,N,VIIRS,n,2,292.24,2.99,D,0
39.09066,-122.17498,331.68,0.39,0.36,2021-10-22,2059,N,VIIRS,n,2,295.11,5.09,D,0
39.53033,-121.43389,331.93,0.39,0.36,2021-10-22,2059,N,VIIRS,n,2,290.1,5.57,D,0
39.75182,-122.15378,326.02,0.39,0.36,2021-10-22,2100,N,VIIRS,n,2,290.62,3.11,D,0
39.75256,-122.14926,329.35,0.39,0.36,2021-10-22,2100,N,VIIRS,n,2,291.22,4.34,D,0
39.81962,-122.02415,336.81,0.39,0.36,2021-10-22,2100,N,VIIRS,n,2,297.62,26.4,D,0
39.82293,-122.02505,336.15,0.39,0.36,2021-10-22,2100,N,VIIRS,n,2,291.21,4.6,D,0
39.02027,-122.09865,331.32,0.55,0.68,2021-10-25,2003,N,VIIRS,n,2,286.42,4.34,D,0
39.02509,-122.09848,330.57,0.56,0.68,2021-10-25,2003,N,VIIRS,n,2,286.27,4.16,D,0
